"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.732291375E0,-7.146752899E0,-8.445733491E0,1.578174030E1,1.927355229E1
1.742344375E0,-7.056650230E0,-9.344645249E0,1.805383030E1,2.151881725E1
1.752397375E0,-6.992557729E0,-6.538227904E0,1.897933695E1,2.125698753E1
1.762450375E0,-7.628410272E0,-1.984159369E0,1.738150108E1,1.908523281E1
1.772503375E0,-7.483762436E0,1.531790114E0,1.494578843E1,1.678480483E1
1.782556375E0,-5.979363896E0,3.671692995E0,1.361372605E1,1.531560182E1
1.792609375E0,-4.080362791E0,4.927621708E0,1.167160845E1,1.331004358E1
1.802662375E0,-2.346736587E0,5.779250541E0,7.551601832E0,9.794569907E0
1.812715375E0,-1.330406306E0,6.410087342E0,3.583415827E0,7.463247930E0
1.822768375E0,-2.830442677E-1,7.258611304E0,-1.395069056E0,7.396875678E0
1.832821375E0,1.908404158E0,7.341356422E0,-5.446353936E0,9.338109645E0
1.842874375E0,3.460092786E0,7.128190328E0,-7.569717675E0,1.095828295E1
1.852927375E0,3.712075036E0,5.513227372E0,-9.772267917E0,1.181830772E1
1.862980375E0,4.033713120E0,3.185842000E0,-1.223727979E1,1.327295926E1
1.873033375E0,5.440174599E0,1.600909027E0,-1.300453506E1,1.418718934E1
1.883086375E0,7.708602496E0,1.193583726E0,-1.302384724E1,1.518116568E1
1.893139375E0,7.192057126E0,7.132103285E-1,-1.268970459E1,1.460352551E1
1.903192375E0,4.330442357E0,-7.078717841E-2,-1.059302170E1,1.144420598E1
1.913245375E0,2.428587081E0,-3.421042522E-1,-8.673307709E0,9.013397647E0
1.923297375E0,1.514968260E0,-2.543787315E-1,-7.920477524E0,8.068072978E0
1.933350375E0,7.939599381E-1,-3.833398402E-1,-6.696321997E0,6.754113569E0
1.943403375E0,6.555841179E-1,-2.488506094E-1,-5.875634290E0,5.917330097E0
1.953456375E0,7.118034884E-1,1.040174349E-1,-5.778851761E0,5.823453573E0
1.963509375E0,6.264491965E-1,9.823651202E-2,-6.392650945E0,6.424023281E0
1.973562375E0,7.241536850E-1,1.689618013E-1,-7.317719638E0,7.355403955E0
1.983615375E0,7.159194897E-1,2.388894756E-1,-8.267088189E0,8.301467101E0
1.993668375E0,5.769588017E-1,2.865867303E-1,-8.953101071E0,8.976248225E0
2.003721375E0,7.463235493E-1,4.248659983E-1,-9.415196584E0,9.454281394E0
2.013774375E0,1.261577123E0,2.112116254E-1,-9.479186758E0,9.565101608E0
2.023827375E0,1.211831936E0,-1.215176762E-1,-9.324692211E0,9.403892173E0
2.033880375E0,1.188201583E0,-5.221417397E-2,-9.622703158E0,9.695925195E0
2.043933375E0,1.533001657E0,-5.868834636E-1,-1.018293308E1,1.031439054E1
2.053986375E0,2.433066486E0,-9.332637846E-1,-1.032808903E1,1.065177060E1
2.064039375E0,2.867733003E0,-8.824396399E-1,-1.044149929E1,1.086404619E1
2.074092375E0,2.904545318E0,-6.407052199E-1,-1.144053818E1,1.182086294E1
2.084145375E0,2.213474010E0,-3.481022894E-1,-1.121784815E1,1.143943877E1
2.094198375E0,1.426358092E0,-6.858674325E-2,-9.674497794E0,9.779320483E0
2.104251375E0,4.891651976E-1,-5.447358926E-1,-7.317711452E0,7.354245078E0
2.114304375E0,-2.265845767E-1,-1.637126096E0,-3.916716474E0,4.251139890E0
2.124357375E0,-1.068937095E0,-2.578425929E0,3.972504759E-1,2.819346506E0
2.134410375E0,-2.364451457E0,-2.061449327E0,5.391089562E0,6.237311175E0
2.144463375E0,-2.881766028E0,-4.392160157E-1,9.610984168E0,1.004333126E1
2.154516375E0,-1.778050279E0,1.855697356E0,1.217065895E1,1.243905201E1
2.164569375E0,-1.135772670E0,3.312842062E0,1.468770520E1,1.509945648E1
2.174622375E0,-1.680179584E0,2.093648189E0,1.730592581E1,1.751289338E1
2.184675375E0,-3.678183405E0,-1.000819664E-1,1.932742170E1,1.967455919E1
2.194728375E0,-6.136051149E0,-1.675620217E0,2.068034344E1,2.163643759E1
2.204780375E0,-6.935828043E0,-2.573725060E0,2.188313909E1,2.309981705E1
2.214833375E0,-6.985137028E0,-1.905740605E0,2.284614276E1,2.396602232E1
2.224886375E0,-6.962415333E0,-3.912147606E-1,2.290441845E1,2.394244476E1
2.234939375E0,-6.133154438E0,6.174225573E-1,2.223854923E1,2.307704196E1
2.244992375E0,-5.459624192E0,2.629905400E0,2.119888856E1,2.204805603E1
2.255045375E0,-4.693673440E0,5.315191534E0,1.926058101E1,2.052441990E1
2.265098375E0,-1.771233303E0,7.842485608E0,1.621667023E1,1.810033815E1
2.275151375E0,-1.037114793E-1,9.079634818E0,1.271460438E1,1.562407402E1
2.285204375E0,2.446598698E0,1.000274294E1,6.124959565E0,1.198147909E1
2.295257375E0,1.781728178E0,9.404385082E0,3.651273934E0,1.024445291E1
2.305310375E0,1.800154801E0,7.615959211E0,3.094644731E-1,7.831932091E0
2.315363375E0,2.405127905E0,5.429387071E0,-4.638573958E0,7.535200897E0
2.325416375E0,2.733372173E0,2.633687087E0,-5.700578594E0,6.848666104E0
2.335469375E0,3.326325156E0,1.619808836E-1,-6.244210020E0,7.076781446E0
2.345522375E0,4.441815443E0,-1.184104439E0,-8.102617707E0,9.315806002E0
2.355575375E0,4.440101624E0,-1.598096955E0,-1.140407963E1,1.234185758E1
2.365628375E0,4.168366310E0,-2.730870734E0,-1.233255666E1,1.330131146E1
2.375681375E0,5.370627816E0,-3.062350559E0,-1.224893446E1,1.372071534E1
2.385734375E0,5.423096051E0,-1.841400476E0,-1.103169385E1,1.242976250E1
2.395787375E0,4.015137393E0,-2.012638671E0,-9.972580662E0,1.093729435E1
2.405840375E0,4.243485197E0,-1.462933888E-1,-9.333799249E0,1.025418826E1
2.415893375E0,4.494297127E0,1.345784630E0,-1.024023345E1,1.126375710E1
2.425946375E0,3.988705347E0,-1.149952460E0,-1.269916773E1,1.336042746E1
2.435999375E0,3.158068310E0,-5.391922206E0,-1.188056572E1,1.342363819E1
2.446052375E0,1.431980044E0,-6.413072346E0,-1.076797507E1,1.261456899E1
2.456105375E0,1.059884143E0,-3.656551630E0,-1.071040572E1,1.136690437E1
2.466158375E0,2.605442111E0,-2.130603031E0,-8.454091501E0,9.099420915E0
2.476211375E0,3.311538425E0,-2.471121628E0,-6.226196503E0,7.472499698E0
2.486264375E0,3.081363950E0,-1.913566373E0,-5.933875481E0,6.954668812E0
2.496317375E0,2.752731135E0,-9.944236869E-1,-6.202722856E0,6.858584256E0
2.506369375E0,2.634128551E0,-3.262519754E-1,-6.196065216E0,6.740645202E0
2.516422375E0,2.296535463E0,-6.408989820E-1,-6.012788334E0,6.468264852E0
2.526475375E0,1.081788325E0,-1.767957985E0,-6.622708476E0,6.939467485E0
2.536528375E0,-3.800861571E-1,-3.106955167E0,-7.382709686E0,8.018855167E0
2.546581375E0,-9.438037562E-1,-3.953439620E0,-7.114472761E0,8.193666641E0
2.556634792E0,-1.056144337E0,-4.008220429E0,-6.933865133E0,8.078351165E0
2.566687792E0,-7.660777827E-1,-2.751673081E0,-6.593538471E0,7.185633548E0
2.576740792E0,2.117937889E-1,-1.059159088E0,-5.158036503E0,5.269916048E0
2.586793792E0,9.007417173E-1,4.027383801E-1,-2.644490402E0,2.822563256E0
2.596846792E0,8.834314008E-1,1.230231369E0,8.746557534E-2,1.517092775E0
2.606899792E0,-5.340971030E-2,1.184924803E0,3.466763290E0,3.664061557E0
2.616952792E0,-1.491313056E0,1.272796468E0,6.084362347E0,6.392455761E0
2.627005792E0,-3.614939920E0,1.899405439E0,8.096185185E0,9.067731040E0
2.637058792E0,-5.431195030E0,2.488860033E0,9.838691118E0,1.151052330E1
2.647111792E0,-5.601100498E0,2.602553002E0,1.192696104E1,1.343123258E1
2.657164792E0,-4.009133472E0,2.219090261E0,1.490256815E1,1.559115295E1
2.667217792E0,-2.295904256E0,1.559614382E0,1.782995445E1,1.804469033E1
2.677270792E0,-1.199996221E0,3.885141510E-1,1.920067979E1,1.924206430E1
2.687323792E0,-5.756159521E-1,-1.078497000E0,1.979071297E1,1.982843436E1
2.697376792E0,-2.940609702E-1,-2.008923204E0,2.024924928E1,2.035078231E1
